FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),MAGEN,-8698320,-12057397,-31848281,-68093593,-59295742,-52816068,-72599855,-4198577,-1969171,-7585,121482192,14327001,83132794,-25060420,43409856,23927856,2776189,3248088,56123713,18147988,21662542,8515514
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,MAGEN,-13394623,-12275269,479400,2269272,-17252085,-18441487,-22628405,-2402513,-5896381,-8638209,-12149096,69597021,1682674,3982498,3020122,-1706618,-5491091,-4634188,6973968,9091908,-80407,-1635734
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),MAGEN,-22092943,-24332666,-31368881,-65824321,-76547828,-71257555,-95228260,-6601090,-7865552,-8645794,109333096,83924022,84815468,-21077922,46429978,22221238,-2714902,-1386100,63097681,27239896,21582135,6879780
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,MAGEN,0,129765,357923,206788,205777,612652,2426978,89923,69150,-4265743,-103038065,-50130848,55424,-366742,-169387,183136,187392,187144,125171,-1817,-37821,-56773
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),MAGEN,-5416568,-5791105,-937504,-9095191,-8537404,-8318782,0,-2992658,-4035978,-4704729,-7775373,-3220714,-3528394,-2730786,-1055220,79000,-80872,-1684590,-1996685,549670,339757,509069
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,MAGEN,9123,7424,0,6752,6337,6170,-12577057,-44738314,-41805316,-23371949,-24406209,-47025560,-70818707,-42599853,-35241149,-5719990,2236182,2384799,665123,91679,-7605985,-7639026
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,MAGEN,-5407445,-5783681,-937504,-9088439,-8531066,-8312612,-12577057,-47730971,-45841295,-28076678,-32181582,-50246273,-74347101,-45330638,-36296369,-5640990,2155309,700208,-1331562,641349,-7266228,-7129958
4CB,Serbest Nakit Akım,Free Cash Flow,MAGEN,-27500388,-29986582,-31948462,-74705972,-84873117,-78957515,-105378340,-54242139,-53637697,-40988215,-25886551,-16453100,-23020707,-40612429,-54703862,-5674216,-372201,-498748,6405995,-1752451,14278085,-306951
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,MAGEN,13185492,14631521,32890360,56830888,58211949,67969905,103108535,13933309,20295673,18486886,-25759241,-1685008,37797251,-1535190,15184045,1182440,-3212839,2275880,11562938,2292091,-10441494,-5449772
4CBB,Temettü Ödemeleri,Dividends Paid,MAGEN,0,0,0,0,0,0,0,0,0,0,-8620898,0,-900979,-875328,-866596,0,0,0,0,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,MAGEN,0,0,0,0,0,101883627,92429182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,MAGEN,12745817,14719225,10502375,13736480,17357263,-386105,-106166,-5968440,-9597651,-8459777,-58138034,47826223,6583245,41315398,36189233,-2698652,-5845705,-9157713,-23410567,4255541,-2356521,8776876
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,MAGEN,25931309,29350745,43392735,70567368,75569212,169467427,195431551,7964870,10698022,10027109,-92518173,46141215,43479518,38904881,50506682,-1516213,-9058545,-6881833,-11847630,6547632,-12798015,3327104
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,MAGEN,-1569079,-635837,11444273,-4138605,-9303905,90509912,90053212,-46277270,-42939674,-30961106,-118404724,29688115,20458811,-1707549,-4197180,-7190429,-9430746,-7380581,-5441635,4795181,1480070,3020153
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,MAGEN,-1569079,-635837,11444273,-4138605,-9303905,90509912,90053212,-46277270,-42939674,-30961106,-118404724,29688115,20458811,-1707549,-4197180,-7190429,-9430746,-7380581,-5441635,4795181,1480070,3020153
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,MAGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,MAGEN,2643619,2543756,2437676,13174158,12364779,12038054,10930468,64503980,60544032,56638396,146828009,28760474,29749447,28902479,28614154,13232967,13734382,14464058,14203045,3497324,3585939,3739954
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,MAGEN,1074540,1907920,13881949,9035553,3060874,102547967,100983679,18226711,17604358,25677290,28423286,58448589,50208258,27194931,15621629,4375359,3696172,8753443,4395715,7972753,4432551,7518345
