FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/12,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,SDTTR,8729347,0,3772992,0,0,3092777,7414474,3318344,2563389,3394420,11115778,8451151,11033023,12001341,17822737,15377125,17550785,24581750
1B,Ticari Alacaklar,Trade Receivables,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,SDTTR,6186,0,2951,0,0,28632,46725,27619,20485,18693,26710,16868,16590,15777,18641,14421,14395,13361
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,SDTTR,0,0,441446,0,0,421049,780638,470029,453213,492764,721734,15974,18443,18333,326091,251068,239008,240980
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,SDTTR,0,0,0,0,0,0,0,0,0,0,94774,114054,199301,231058,273792,368707,278591,278086
1BE,Canlı Varlıklar,Long-Term Live Assets,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFA,Stoklar,Stoklar,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,SDTTR,437910,0,145360,0,0,30994,22203,193465,94072,44367,519571,286474,208321,116529,967407,667156,561007,1539569
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,SDTTR,1136860,0,514923,0,0,488167,1493445,617422,634762,707192,1758544,1535278,2294047,3270587,5817348,5068184,5596047,9518702
1BGA,Şerefiye,Goodwill,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237154
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,SDTTR,2519981,0,1333847,0,0,807501,2794365,745241,531273,624713,2574378,1792387,1768648,1726917,2868764,2583050,2725430,3139467
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,SDTTR,3157694,0,518876,0,0,731789,0,698236,407836,740342,2439184,2153673,3685923,3532430,3947918,3391547,5032555,4406231
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,SDTTR,1470715,0,815590,0,0,584644,2277098,566330,421747,766350,2980883,2536442,2841748,3089710,3602777,3032994,3103753,3208200
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,SDTTR,43122140,0,28179402,0,0,29595697,62165380,49387558,49461994,58845309,108319863,73548710,78458879,79809193,102164878,83672264,78380772,93030021
1BM,KAYNAKLAR,LIABILITIES,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,SDTTR,19110546,0,9810439,0,0,9271781,16649362,11674489,19926263,20783451,35865093,25312393,28374383,26075339,33357293,29319279,23436371,32162299
2AA,Finansal Borçlar,Short-Term Financial Loans,SDTTR,1205392,0,906271,0,0,356416,322915,315506,187596,126742,558438,2374313,4749080,4752864,11535604,9494681,4672690,10318823
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,SDTTR,3285107,0,1456499,0,0,891390,2099476,1558362,2294845,2204104,7218764,3549604,2370166,1765030,3245526,2880090,1848270,3717687
2AAGAB,Diğer Borçlar,Other Short-Term Loans,SDTTR,174075,0,1854446,0,0,161119,439946,367380,1971414,1815147,284825,875934,4192933,2699696,586036,334624,537520,2045450
2AAGAC,Müşteri Söz. Doğan Yük.,None,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,SDTTR,0,0,4220094,0,0,0,10519860,6563118,13773716,14361062,23643185,16170214,14695939,14355979,15090409,13506691,13990687,12874421
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),SDTTR,558717,0,480987,0,0,45906,327811,1072456,222157,245298,1064587,24770,0,0,0,0,37664,0
2AAGE,Borç Karşılıkları,Short-Term Provisions,SDTTR,970838,0,548205,0,0,578353,2114623,1035220,885187,1144915,1912854,1099302,1222499,1381603,1363237,933563,1030016,1124535
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,SDTTR,12916417,0,343936,0,0,7238597,824730,762446,591348,886183,1182440,1218256,1143765,1120167,1536482,2169629,1319524,2081383
2AAGG,(Ara Toplam),(Subtotal),SDTTR,19110546,0,9810439,0,0,9271781,16649362,11674489,19926263,20783451,35865093,25312393,28374383,26075339,33357293,29319279,23436371,32162299
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,SDTTR,11165424,0,2646463,0,0,4802646,3860998,2607485,1269247,6760244,5085474,2366686,2305595,1728840,3359737,2311719,2716904,5265221
2BA,Finansal Borçlar,Long-Term Financial Loans,SDTTR,1757878,0,382737,0,0,105189,126315,47304,14194,0,14737,0,0,0,400492,495223,402709,1635445
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBA,Ticari Borçlar,Long-Term Trade Payables,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBB,Diğer Borçlar,Other Long-Term Loans,SDTTR,3048062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBBA,Müşteri Söz.Doğan Yük.,None,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,SDTTR,0,0,0,0,0,0,2715556,1805437,806566,6235454,4373648,1795649,1728701,1087010,2171063,1136245,1646501,2658222
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,SDTTR,992988,0,462096,0,0,591324,997381,754745,448487,524790,697089,571037,576894,641830,788183,680251,667695,971554
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,SDTTR,0,0,0,0,0,0,21747,0,0,0,0,0,0,0,0,0,0,0
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,SDTTR,5366495,0,1801629,0,0,4106132,0,0,0,0,0,0,0,0,0,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,SDTTR,12846170,0,15722499,0,0,15521269,41655020,35105583,28266484,31301614,67369296,45869630,47778901,52005014,65447849,52041266,52227497,55602502
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,SDTTR,12846170,0,15722499,0,0,15521269,41655020,35105583,28266484,31301614,67369296,45869630,47778901,52005014,65447849,52041266,52227497,55512623
2OA,Ödenmiş Sermaye,Share Capital,SDTTR,1345406,0,748895,0,0,2695113,2669229,3022754,2242014,2114782,1966682,1793245,1763706,1696775,1641023,1533025,1456833,1394848
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,SDTTR,0,0,0,0,0,0,0,0,0,0,17484956,0,0,14195281,18299753,15000995,15111721,15554543
2OCB,Değer Artış Fonları,Market Value Surpluses,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,SDTTR,80724,0,44934,0,0,107805,341728,104233,448403,422956,959935,697561,743733,779329,945391,823564,829643,853954
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),SDTTR,1847123,0,6351992,0,0,8513790,27516395,18762618,10941442,10320525,25416048,29937846,27895556,29230673,37741891,31178447,31155987,32068958
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),SDTTR,9564362,0,8577139,0,0,4205796,6044858,1126886,5698046,10013633,15782345,-3066525,-412339,1510911,352052,-1572612,-1565886,119408
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,SDTTR,8554,0,-461,0,0,-1234,5082810,12089092,8936579,8429717,5759330,16507504,17788243,4592044,6050432,5077847,5239199,5520913
2ODA,Azınlık Payları,Minority Interests,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89878
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,SDTTR,43122140,0,28179402,0,0,29595697,62165380,49387558,49461994,58845309,108319863,73548710,78458879,79809193,102164878,83672264,78380772,93030021
3B,Sürdürülen Faaliyetler,Continuing Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,SDTTR,42333378,32170266,49632279,2311536,9655846,16003209,54986461,9461182,20487523,38972901,69094488,11052769,32639635,56464907,69964742,4706964,18278280,35037041
3CA,Satışların Maliyeti (-),Cost Of Sales,SDTTR,-27100514,-22560479,-29196108,-1684777,-7228718,-9909923,-32671654,-6295245,-14363419,-26870997,-40235761,-8393670,-24941605,-42177164,-53577721,-2859944,-12578547,-21850681
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,SDTTR,15232864,9609787,20436171,626759,2427128,6093286,22314807,3165937,6124104,12101903,28858728,2659099,7698031,14287743,16387020,1847020,5699732,13186359
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),SDTTR,15232864,9609787,20436171,626759,2427128,6093286,22314807,3165937,6124104,12101903,28858728,2659099,7698031,14287743,16387020,1847020,5699732,13186359
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),SDTTR,-458648,-717561,-954957,-192048,-398332,-658299,-1851506,-593508,-751953,-1349554,-1790722,-458374,-1047155,-1576260,-2162210,-450202,-1007955,-1720738
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),SDTTR,-2080241,-1932484,-2352969,-516232,-1067474,-1753658,-5094533,-2070800,-3426398,-4874844,-6568873,-1751809,-3383918,-5172834,-6149078,-1518917,-2913812,-4576269
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),SDTTR,-1346068,-1014908,-1354380,-93849,-177310,-253211,-974947,0,-191180,-769312,-982515,-152003,-475935,-638971,-571654,-117108,-229141,-394951
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,SDTTR,3568693,750535,3067953,1147379,1619539,1881958,4106587,497942,1190292,1543934,2292537,3009519,5538236,7445156,8717584,1551503,2347434,4286053
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),SDTTR,-4184272,-2170711,-3144449,-789984,-2065110,-2983812,-7374645,-843945,-2710840,-3184739,-4384531,-1400140,-4670636,-5787162,-6224540,-1530426,-2082660,-2807227
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,SDTTR,10732327,4524659,15697368,182025,338441,2326265,11125762,155625,234025,3467388,17424625,1906293,3658623,8557671,9997122,-218130,1813598,7973227
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,SDTTR,11347907,5944835,15773864,-175370,784012,3428118,14393820,501628,1754573,5108193,19516618,296914,2791023,6899677,7504078,-239206,1548825,6494401
3HA,Yatırım Faaliyetlerinden Gelirler,None,SDTTR,206413,0,2039,40083,301474,1252995,2977641,3354396,12419250,14161427,16823215,1729154,2626248,3393970,3603030,363357,2546827,3006548
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,SDTTR,-111085,-50723,-109446,0,-893,-1014,-4416,0,-746,-19642,-17787,-32430,-36588,-40227,-32399,0,0,-482
3HAB,Diğer Gelir ve Giderler,None,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,SDTTR,0,0,0,0,0,0,0,0,0,0,-96286,65189,176781,217534,187724,150618,55758,48727
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,SDTTR,10827655,4473936,15589961,222108,639022,3578246,14098988,3510022,12652530,17609173,34133767,3668206,6425065,12128948,13755477,295845,4416183,11028019
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),SDTTR,2611880,727330,1311725,354237,1707296,2645570,5227880,616350,1957981,7376375,8089435,1694911,3190056,5425654,6009087,2866468,3354489,3584508
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),SDTTR,-1542227,-405417,-433901,-412750,-738225,-1298785,-11708419,-4769032,-7638373,-16741071,-21705124,-10240796,-12724771,-17619744,-20893264,-4954141,-11262309,-15278537
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,SDTTR,95328,-50723,-107407,40083,300582,1251981,2973226,3354396,12418504,14141785,16805428,1696724,2589661,3353743,3570631,363357,2546827,3006066
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,SDTTR,11897308,4795849,16467785,163595,1608094,4925031,7618449,-642660,6972138,8244477,20518078,-4877679,-3109650,-65142,-1128700,-1791828,-3491637,-666009
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,SDTTR,-1781536,-957182,-3635441,-90460,-120563,-21762,-803390,-2614514,-3055492,-4146110,-985116,453489,2530544,2197793,1507211,150769,1828470,784844
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),SDTTR,-2636403,-1129426,-1780112,-175648,-355155,-439247,-1324603,-2128784,-1890248,-2563114,-3976643,-88077,0,0,0,0,-54024,-66813
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,SDTTR,854867,172244,-1855329,85188,234592,417485,521212,-485730,-1165245,-1582996,2991527,541566,2530544,2197793,1507211,150769,1882494,851658
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,SDTTR,10115771,3838667,12832344,73135,1487531,4903269,6815059,-3257175,3916645,4098367,19532962,-4424189,-579105,2132651,378511,-1641059,-1663167,118835
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,SDTTR,10115771,3838667,12832344,73135,1487531,4903269,6815059,-3257175,3916645,4098367,19532962,-4424189,-579105,2132651,378511,-1641059,-1663167,118835
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3LB,Azınlık Payları,Minority Interests,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9673
3Z,Ana Ortaklık Payları,Parent Shares,SDTTR,10115771,3838667,12832344,73135,1487531,4903269,6815059,-3257175,3916645,4098367,19532962,-4424189,-579105,2132651,378511,-1641059,-1663167,128508
3ZD,Hisse Başına Kazanç,Earnings per Share,SDTTR,1,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,SDTTR,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0
4B,Amortisman Giderleri,Depreciation & Amortization,SDTTR,794903,941191,1128246,182708,342756,476910,2457022,455672,884240,1536324,2070524,450642,932388,1470269,1973983,362314,737348,1146306
4BA,Kıdem Tazminatı,Severance Payments,SDTTR,215206,0,93054,0,0,279381,485616,302669,191214,315633,676753,144783,220402,346850,410930,69981,139609,501872
4BB,Finansman Giderleri,Financial Expenses,SDTTR,-1542227,-405417,-433901,-412750,-738225,-1298785,-11708419,-4769032,-7638373,-16741071,-21705124,-10240796,-12724771,-17619744,-20893264,-4954141,-11262309,-15278537
4BC,Yurtiçi Satışlar,Domestic Sales,SDTTR,32066190,31704366,48575472,2203280,9292726,15646881,46886766,5738382,14282659,22122079,42134134,9689175,21321429,42891999,55332421,4396565,16717179,32900091
4BD,Yurtdışı Satışlar,Export Sales,SDTTR,10354363,572337,1074056,108256,365958,358983,8106581,2989252,6391484,17061975,27227862,1370096,11325486,13624570,15113426,409346,2155042,3018530
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,SDTTR,5641557,0,9803808,0,0,-3026510,8520383,5151531,-3186404,9464760,-5538486,-1918434,4531180,10096735,3671365,3554222,-3395662,-2474773
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,SDTTR,9826755,0,12373556,0,0,6409338,18021011,10400658,12144838,-1492671,-2586649,654687,4531180,10096735,3671365,3554222,-3395662,-2474773
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),SDTTR,5641557,0,9803808,0,0,7156190,16401292,14015797,17347512,9464760,10217119,11678559,8927532,11153767,18486330,13976432,867197,1844602
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,SDTTR,5473211,1285814,8714829,-2147891,1092939,30703,21002785,-8052747,3515263,3637296,-5100804,15335120,10111358,12908210,19346234,593884,-2476122,1347590
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,SDTTR,10115771,3838667,12832344,73135,1487531,4903269,6815059,-3004638,3916645,4098367,19532962,-4424189,-579105,2132651,378511,-1641059,-1663167,118835
4CAA,Düzeltmeler:,Adjustments:,SDTTR,980987,1427168,3665020,94276,178553,204984,15373937,2904477,4269333,14856354,15240115,8844862,2674364,5197828,7907465,2035781,1986839,5269388
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,SDTTR,794903,941191,1128246,182708,342756,476910,2457022,455672,884240,1536324,2070524,450642,932388,1470269,1973983,362314,737348,1146306
4CAC,Karşılıklardaki Değişim,Change in Provisions,SDTTR,189877,243124,117939,77927,123605,270845,29884,94872,-478657,-498675,-131079,-29492,-76693,-178001,-267523,-12778,23957,365996
4CAD,Diğer Gelir/ Gider,Other Income / Expense,SDTTR,-3793,242853,2418835,-166359,-287807,-542771,12887031,213150,652240,1249381,-2834194,-1012128,-2651942,-2677923,-2475810,-130780,-1546035,-365911
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),SDTTR,11096758,5265835,16497364,167411,1666084,5108253,22188996,-100161,8185978,18954721,34773078,4420672,2095259,7330479,8285976,394723,323671,5388223
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,SDTTR,-5623547,-3980021,-7782535,-2315302,-573145,-5077550,-1186211,-7952586,-4670715,-15317425,-39873881,10914448,8016099,5577731,11060258,199162,-2799794,-4040634
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),SDTTR,5473211,1285814,8714829,-2147891,1092939,30703,21002785,-8052747,3515263,3637296,-5100804,15335120,10111358,12908210,19346234,593884,-2476122,1347590
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),SDTTR,-1797199,-761745,-634008,-265089,-118523,-350269,-826409,-310490,-823043,-1259823,-1581293,-577535,-1650654,-3128079,-5824858,-784980,-1704648,-3587231
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,SDTTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6522154
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,SDTTR,-1797199,-761745,-634008,-265089,-118523,-350269,-826409,-310490,-823043,-1259823,-1581293,-577535,-1650654,-3128079,-5824858,-784980,-1704648,-10109385
4CB,Serbest Nakit Akım,Free Cash Flow,SDTTR,3676012,524069,8080821,-2412980,974416,-319565,20176376,-8363237,2692220,2377473,-6682097,14757586,8460704,9780131,13521376,-191095,-4180771,-8761795
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,SDTTR,1957375,-659241,-606901,-171309,-363740,-543475,-2121411,-994052,-566392,-1390056,-1053758,2612875,5569791,5075062,9188652,187071,-5122226,1391381
4CBB,Temettü Ödemeleri,Dividends Paid,SDTTR,-6504250,0,0,0,0,0,0,0,-6066713,-5893912,-5835237,0,-5651381,-5951625,-5844131,0,-268288,-279811
4CBC,Sermaye Artırımı,Rights Issue,SDTTR,0,0,0,0,0,0,0,21823079,22498787,0,0,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,SDTTR,68716,1227491,130847,43841,94694,204494,482321,960813,1236441,23096825,23015588,228386,278794,695803,681319,-82577,-232766,-426786
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,SDTTR,-4478159,568250,-476054,-127467,-269046,-338980,-1639090,21789840,17102123,15812856,16126594,2841260,197205,-180761,4025841,104494,-5623281,684784
