FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
2BBB,Diğer Borçlar,Other Long-Term Loans,HUNER,0,22426174,0,0,26750624,32017404,24717073,21213953,21183946,20410175,20386013,20174272,20390638,20389375,20383256,20383302,16680589,21333089,19011088,11448710,13084169
2BBBA,Müşteri Söz.Doğan Yük.,None,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,HUNER,0,1043,0,0,0,801,119,105,94,93,91,41,0,0,0,0,0,0,0,0,0
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,HUNER,0,2431,0,0,5628,285120,295084,390466,389972,517874,0,719716,852793,793431,905517,891950,1054169,1544857,1176323,1325702,1409604
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,HUNER,0,11964013,0,0,11573522,11912302,12081444,13398390,13155561,12857163,11214189,11873562,11664045,12645113,10003126,13212555,17086636,18613323,14981297,18904101,18817935
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,HUNER,0,0,0,0,21482658,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,HUNER,0,50590789,0,0,75413509,79022389,91383828,102908434,106395599,104806684,100316090,102601436,102340968,101964868,100237354,112361898,115804672,161467381,123600232,125471862,121153831
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,HUNER,0,50590789,0,0,74645693,78493732,90912981,98875331,102644259,101068248,96683760,102230784,101985549,101601635,101796944,112150432,115801704,161500562,123624204,125529839,121270089
2OA,Ödenmiş Sermaye,Share Capital,HUNER,0,6727,0,0,13491484,37444769,39553995,34748433,31263307,30963058,30227540,22420138,21147816,19666817,17932450,17637060,29254736,28293506,26431462,25117802,24049099
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,HUNER,0,0,0,0,0,0,0,3930168,3535988,0,0,0,0,1945549,0,0,11650760,22153520,16499743,15679696,17623517
2OCB,Değer Artış Fonları,Market Value Surpluses,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,968845,0,0,0,0,0,0,0,0
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),HUNER,0,1077014,0,0,1400149,932646,25854065,22712959,20434942,20238687,28648215,21248733,20042887,18639267,18330670,18635367,17928169,21748360,29329356,27873384,26687436
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),HUNER,0,598504,0,0,32680349,27458808,22333,7074014,9772151,9106616,-486107,3070120,3056767,2140748,-1832448,-2194838,1346084,17630949,-307549,1260200,-2314464
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,HUNER,0,48908544,0,0,27073711,12657509,25482588,30409757,37637871,40759887,38294112,55491793,56769234,59209255,67366271,78072842,55621955,64479306,51671193,55598757,55224501
2ODA,Azınlık Payları,Minority Interests,HUNER,0,0,0,0,767816,528657,470847,4033102,3751340,3738436,3632331,370652,355420,363233,-1559589,211466,2969,-33182,-23971,-57977,-116258
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,HUNER,0,152666045,0,0,214380897,209169027,211711724,226166380,236785762,224282500,217286614,219876471,216738198,214953406,211961510,217582200,214637869,285429019,224470800,219539732,216440329
3B,Sürdürülen Faaliyetler,Continuing Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,HUNER,10424689,12748494,2688340,7211487,13838553,18322823,4144963,12415879,20529258,27657854,4898704,10751936,18353348,23407685,3400569,11650147,19744721,32029805,4595707,12674153,19710317
3CA,Satışların Maliyeti (-),Cost Of Sales,HUNER,-8444744,-10495345,-2980474,-6655193,-11260353,-12050693,-4122459,-9199879,-13977087,-19211160,-4280789,-9305993,-15668303,-15475333,-1574391,-6402686,-9134003,-17878930,-4408587,-8479557,-12969250
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,HUNER,1979945,2253148,-292134,556294,2578200,6272129,22504,3216000,6552171,8446694,617916,1445943,2685045,7932353,1826178,5247462,10610718,14150875,187120,4194596,6741067
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),HUNER,1979945,2253148,-292134,556294,2578200,6272129,22504,3216000,6552171,8446694,617916,1445943,2685045,7932353,1826178,5247462,10610718,14150875,187120,4194596,6741067
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),HUNER,-64578,-99367,-121073,-203174,-749637,-973120,-731454,-1044673,-1334435,-1135310,-356992,-630816,-896388,-1212374,-331660,-837341,-1305718,-2425877,-533115,-1499373,-2495166
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10370,-28449,-26375,0,0,0,0
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,HUNER,949758,1104215,16037,25236,2002892,3215347,994816,942240,932910,1088496,1362192,536828,946683,2726416,397821,432315,1226289,1995301,1976322,2240908,2324107
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),HUNER,-579034,-286574,-12633,-65120,-1993416,-1367499,-69654,-172002,-165124,-433089,-1017382,-1084269,-1316803,-1230708,-190451,-279442,-440519,-954908,-175702,-438966,-544562
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,HUNER,2286092,2971422,-409802,313236,1838038,7146858,216212,2941564,5985522,7966790,605734,267685,1418538,8215686,1691518,4534545,10064395,12765391,1454625,4497165,6025446
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,HUNER,1915367,2153781,-413207,353119,1828562,5299010,-708950,2171326,5217736,7311384,260924,815127,1788657,6719978,1484148,4381672,9278625,11724998,-345995,2695223,4245902
3HA,Yatırım Faaliyetlerinden Gelirler,None,HUNER,5218868,5001231,0,0,34393485,34356046,0,5530948,5501976,5522999,31666,1294026,1154233,1086688,0,440949,928388,29055573,38484,169039,36276
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,-320598,-399735,-93276,-489,-9251
3HAB,Diğer Gelir ve Giderler,None,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,-23,41,-96,91,44,0
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,HUNER,7504961,7972653,-409802,313236,36231523,41502904,216212,8472512,11487498,13489790,637400,1561711,2572770,9302284,1691518,4975419,10672226,41421134,1399925,4665759,6052471
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),HUNER,15707952,14104838,4917961,11176335,13622899,59160348,14507601,30052665,41819770,42707123,4058909,45544776,49312020,48015596,10678178,8229765,21958492,10193110,11225429,21658474,21044371
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),HUNER,-23602801,-22252945,-4496425,-10319789,-14452508,-59409071,-14936352,-30950339,-42384019,-46687278,-5425357,-43758941,-48982347,-54457014,-13298682,-14943444,-26763139,-29911772,-12817709,-20879532,-25519633
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,HUNER,5218868,5001231,0,0,34393485,34356046,0,5530948,5501976,5522999,31666,1294026,1154233,1086688,0,440898,607790,28655838,-54791,168550,27025
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,HUNER,-389888,-175454,11733,1169782,35401914,41254181,-212539,7574838,10923249,9509634,-729048,3347546,2902443,2860866,-928986,-1738260,5867580,21702471,-192356,5444701,1577209
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,HUNER,681252,808463,29239,134927,472620,-141351,224891,382507,606197,914308,217804,659536,877676,-167553,-1010973,-572838,-4463754,-2786019,-151634,-4143613,-4116489
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),HUNER,0,0,0,0,0,0,0,0,0,0,217804,0,0,-167553,0,0,0,0,0,0,0
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,HUNER,681252,808463,29239,134927,472620,-141351,224891,382507,606197,914308,0,659536,877676,0,-1010973,-572838,-4463754,-2786019,-151634,-4143613,-4116489
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,HUNER,291364,633009,40972,1304709,35874534,41112831,12352,7957345,11529446,10423942,-511243,4007082,3780119,2693313,-1939959,-2311098,1403826,18916453,-343990,1301088,-2539280
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,HUNER,291364,633009,40972,1304709,35874534,41112831,12352,7957345,11529446,10423942,-511243,4007082,3780119,2693313,-1939959,-2311098,1403826,18916453,-343990,1301088,-2539280
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3LB,Azınlık Payları,Minority Interests,HUNER,0,0,-0,-0,6262,31433,-11086,25696,136719,157014,-17569,-4006,3595,43825,-25645,-28572,-21592,-39547,-23055,-37402,-48438
3Z,Ana Ortaklık Payları,Parent Shares,HUNER,291364,633009,40972,1304709,35868272,41081398,23437,7931649,11392727,10266929,-493674,4011088,3776524,2649488,-1914314,-2282527,1425419,18956000,-320935,1338490,-2490842
3ZD,Hisse Başına Kazanç,Earnings per Share,HUNER,291,633,-39212,-35537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B,Amortisman Giderleri,Depreciation & Amortization,HUNER,5985341,8170986,1154587,2639627,4920989,6540424,2310628,4089003,6149396,8225457,2113312,4164744,6255539,8598948,2153799,4153052,6265572,9111970,2478337,4282887,6881677
4BA,Kıdem Tazminatı,Severance Payments,HUNER,0,937,0,0,3626,10375,1902,2137,1902,51953,35971,45661,56923,58715,11432,6615,12256,13099,9447,9640,9384
4BB,Finansman Giderleri,Financial Expenses,HUNER,-23602801,-22252945,-4496425,-10319789,-14452508,-59409071,-14936352,-30950339,-42384019,-46687278,-5425357,-43758941,-48982347,-54457014,-13298682,-14943444,-26763139,-29911772,-12817709,-20879532,-25519633
4BC,Yurtiçi Satışlar,Domestic Sales,HUNER,10424689,12748494,2688340,7211487,13838553,18322823,4144963,12415879,20529258,27657854,4898704,10751936,18353348,23407685,3400569,11650147,19744721,32029805,4595707,12674153,19710317
4BD,Yurtdışı Satışlar,Export Sales,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,HUNER,0,30291864,0,0,47414001,55572979,32449772,16590047,23436978,14216110,9439711,9539833,2455010,806980,-6158971,8498237,-315026,39102489,12336749,8036306,934081
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,HUNER,0,-60503600,0,0,-70679053,-39802309,-24378255,-29516001,-34632882,-25514994,-20946375,-23409720,-38927828,-19319278,-14236749,-8418306,-933865,-21991054,-18165426,-18692670,-21835798
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),HUNER,0,30291864,0,0,47414001,55572979,32449772,16590047,23436978,14216110,9439711,9539833,2455010,806979,-6158971,8498237,-315026,39102489,12336749,8036306,934081
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,HUNER,29199093,32875497,2764623,4299832,44079181,32964524,3162087,29336541,23574059,26284726,2823693,3533099,10095764,20960267,750490,2555247,11928836,16226882,3648950,15040252,16437758
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,HUNER,291364,633009,40972,1304709,35868272,41112831,12352,11634225,11392727,10423942,-493674,4007082,3780119,2693313,-1939959,-2311098,1403826,18916453,-340798,1301088,-2539280
4CAA,Düzeltmeler:,Adjustments:,HUNER,6650398,9380344,-971033,2293549,4130851,18365391,-1567608,7312871,481179,6552130,-960028,1272524,7451349,19146140,2598092,7845945,16162843,1532925,6018887,14119548,17621634
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,HUNER,5985341,8170986,-1154587,2639627,4920989,6540424,-2310628,9180482,6149396,8225457,2113312,4164744,6255539,8598948,2153799,4153052,6265572,9111970,2478337,4282887,6881677
4CAC,Karşılıklardaki Değişim,Change in Provisions,HUNER,501,1495,1680,1512,3948,443422,5554,432902,222114,387868,0,480994,646598,599614,222417,244438,441641,830287,103149,320145,479863
4CAD,Diğer Gelir/ Gider,Other Income / Expense,HUNER,664556,1207864,181873,-347590,-794086,11381545,737465,-2300513,-5890331,-2061195,-3073340,-3373213,549213,9947578,221876,3448456,9455630,-8409332,3437401,9516515,10260093
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),HUNER,6941762,10013354,-930061,3598258,39999123,59478221,-1555257,18947097,11873906,16976072,-1453702,5279606,11231468,21839453,658133,5534847,17566669,20449378,5678088,15420636,15082354
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,HUNER,22257331,22862144,3694685,701574,4080058,-26513697,4717344,10389444,11700153,9308653,4277395,-1746508,-1135704,-879185,92357,-2979599,-5637833,-4222496,-2029138,-380384,1355404
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),HUNER,29199093,32875497,2764623,4299832,44079181,32964524,3162087,29336541,23574059,26284726,2823693,3533099,10095764,20960267,750490,2555247,11928836,16226882,3648950,15040252,16437758
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,HUNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),HUNER,-42820680,-43820112,0,-73388,-76829118,-92950010,-5380179,-55577086,-25389724,-49795525,-6970050,-46058661,-36089628,-65175531,-17034256,-19055245,-27374659,-15174682,-10758669,-16694327,-22188219
