FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/9,2024/12,2025/3,2025/6,2025/9
1BC,Finansal Yatırımlar,Financial Investments,KMPUR,30716,0,0,0,17097,15569,13678,12306,87326,26074,19339,18242,101665,109762,122518,196476,135809,162247,167002
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,KMPUR,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3098,26739
1BE,Canlı Varlıklar,Long-Term Live Assets,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFA,Stoklar,Stoklar,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,KMPUR,492668,0,0,0,208247,247801,199085,162374,554297,240981,164062,362600,638113,445576,459688,571101,450526,436094,430596
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,KMPUR,9255759,0,0,0,8089302,11840681,12461755,15257215,44699928,25221517,21418676,21424297,54421844,40507680,45557788,56889841,46769098,49740868,51809373
1BGA,Şerefiye,Goodwill,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,KMPUR,2240809,0,0,0,1947899,1622505,1333704,1302528,6488614,2451648,1665059,1481173,4767132,3267083,4863078,9106419,6782117,6473731,6409456
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,KMPUR,0,0,0,0,0,566125,0,1692475,474610,1300105,798168,0,0,0,0,0,0,0,0
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,KMPUR,0,0,0,0,4861,2011,1233,0,441,194,216112,623215,37765,9627,86116,1225034,163062,85859,101431
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,KMPUR,143348128,0,0,0,165382594,188148776,216959990,203385192,412239121,264426293,246920939,260383882,435108904,327801317,311602281,344461977,285434501,269139868,290236763
1BM,KAYNAKLAR,LIABILITIES,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,KMPUR,104670267,0,0,0,122077841,136758235,150470748,134073294,243759013,162403209,154748885,172794757,278964539,216516785,206303512,248762524,212895711,206244600,217624805
2AA,Finansal Borçlar,Short-Term Financial Loans,KMPUR,70439011,0,0,0,77446187,93606631,101879579,96425318,145578570,94964398,83828906,100897901,156641420,111018133,78011820,120167847,106470529,118222681,153635656
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,KMPUR,0,0,0,0,0,0,0,0,0,2264088,1140346,536109,1360890,0,0,29037656,17422461,10219298,14789659
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,KMPUR,27711700,0,0,0,32933079,38384007,45009725,32515461,87093099,59955971,66786250,63551527,102282709,88517921,107088398,78221351,68345685,64142982,46378201
2AAGAB,Diğer Borçlar,Other Short-Term Loans,KMPUR,687,0,0,0,12376,12026,14920,5711,23687,8468,25171,7321,27732,6880,22719,77495,118954,83077,148458
2AAGAC,Müşteri Söz. Doğan Yük.,None,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,KMPUR,0,0,0,0,3708727,3481726,1624689,3566267,6186580,2563336,505398,5120960,15231605,11796671,17112535,11773790,10365054,9721875,1012844
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),KMPUR,852617,0,0,0,4793766,0,168056,22215,0,0,1755501,2089745,694282,764278,0,0,0,0,0
2AAGE,Borç Karşılıkları,Short-Term Provisions,KMPUR,875899,0,0,0,2338477,136582,128256,144704,1663163,250768,340819,242457,2085381,3840479,407157,904726,648195,476756,456472
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,KMPUR,4790352,0,0,0,845230,1137263,1645523,1393617,3213914,2396181,366494,348737,640518,572422,3660884,8579660,9524833,3377931,1203516
2AAGG,(Ara Toplam),(Subtotal),KMPUR,104670267,0,0,0,122077841,136758235,150470748,134073294,243759013,162403209,154748885,172794757,278964539,216516785,206303512,248762524,212895711,206244600,217624805
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,KMPUR,1617442,0,0,0,868407,582704,637215,499433,33571042,19915915,14707745,15233177,23090073,13697052,20028666,2084141,3127197,3845597,5156758
2BA,Finansal Borçlar,Long-Term Financial Loans,KMPUR,0,0,0,0,186536,204231,172710,143466,32329076,19219105,14245522,13621864,18285504,11546328,10923639,293313,216732,204230,193662
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBA,Ticari Borçlar,Long-Term Trade Payables,KMPUR,0,0,0,0,103393,83852,55541,37742,41635,7883,3680,3471,4661,2943,7763810,3378,2516,0,2289
2BBB,Diğer Borçlar,Other Long-Term Loans,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBBA,Müşteri Söz.Doğan Yük.,None,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,KMPUR,378208,0,0,0,270016,294622,318462,318225,0,688927,458543,471742,0,0,494554,0,508344,562280,579827
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,KMPUR,919096,0,0,0,308462,0,90502,0,120733,0,0,1136100,4133793,1555281,846663,1104917,2399605,3079087,4380980
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,KMPUR,320138,0,0,0,0,0,0,0,1079599,0,0,0,666115,592500,0,682532,0,0,0
2N,Özkaynaklar,SHAREHOLDERS EQUITY,KMPUR,37060419,0,0,0,42436345,50807836,65852027,68812465,134909066,82107170,77464309,72355948,133054293,97587480,85270103,93615313,69411593,59049671,67455199
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,KMPUR,37060419,0,0,0,42245872,50444009,65472972,68472286,134249617,81838017,77204560,72056239,132580998,97316900,85300277,93671285,69518743,59514633,67974556
2OA,Ödenmiş Sermaye,Share Capital,KMPUR,14799467,0,0,0,8237849,7501620,7282193,6551819,6488896,6334754,4698565,8863852,8243109,7516170,14223652,13756302,12850977,12212276,11692672
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,KMPUR,0,0,0,0,0,0,0,16832151,33266923,16274494,10820876,5774876,19735788,14341505,16589550,21130662,17321598,17449453,17960778
2OCB,Değer Artış Fonları,Market Value Surpluses,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,KMPUR,0,0,0,0,0,24879,59272,97860,-57325,218164,436916,142712,548012,-1740245,-9499185,-3505049,-4477647,-6351837,-1229174
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,KMPUR,1679745,0,0,0,1226420,1116813,1800164,1619615,7825064,1565957,1894638,2853548,8975092,6521976,8369802,10789875,8844866,8910152,9171249
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),KMPUR,5327604,0,0,0,4950429,26145785,13072835,11761683,31126572,42504371,30792865,17093086,28883725,42604620,35824850,46183368,7443821,7498766,7718504
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),KMPUR,10816519,0,0,0,23696776,11890012,21242477,28633397,22357630,7839849,23092435,32183929,29745807,3205006,-9587208,-37102631,-5662704,-14362126,-13380030
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,KMPUR,4437084,0,0,0,4134398,3764901,22016030,2975761,33241857,7100428,5468263,5144236,36449465,24867868,29378816,38920586,33197832,34157949,36040557
2ODA,Azınlık Payları,Minority Interests,KMPUR,0,0,0,0,190473,363828,379055,340179,659448,269153,259749,299710,473294,270579,-30174,-55972,-107150,-464962,-519357
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,KMPUR,143348128,0,0,0,165382594,188148776,216959990,203385192,412239121,264426293,246920939,260383882,435108904,327801317,311602281,344461977,285434501,269139868,290236763
3B,Sürdürülen Faaliyetler,Continuing Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,KMPUR,133583115,58676109,122942972,187737807,243434507,70213016,146965667,211458091,563775678,184730046,329617265,480078704,644206830,107743670,389993845,505343098,75583126,157160748,239314132
3CA,Satışların Maliyeti (-),Cost Of Sales,KMPUR,-106277837,-49562615,-101605590,-159757384,-200920097,-58697125,-121549142,-178248774,-484730662,-154838629,-267711365,-392551884,-535463250,-90173895,-329147483,-433310303,-63271229,-128438697,-195882005
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,KMPUR,27305278,9113494,21337383,27980423,42514410,11515891,25416525,33209317,79045015,29891417,61905900,87526820,108743579,17569775,60846362,72032795,12311897,28722051,43432127
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),KMPUR,27305278,9113494,21337383,27980423,42514410,11515891,25416525,33209317,79045015,29891417,61905900,87526820,108743579,17569775,60846362,72032795,12311897,28722051,43432127
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),KMPUR,-4177676,-1207701,-2514052,-3905570,-5953615,-1550016,-3640516,-5638776,-15843278,-6442611,-11316444,-15966441,-21996102,-4672760,-15327437,-21744278,-4368940,-9349213,-12763489
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),KMPUR,-2279497,-634176,-1775706,-2363379,-4203863,-502416,-1463940,-2168259,-5631366,-2799290,-4935084,-6623785,-7262379,-2025055,-7206621,-9591886,-1976828,-5742223,-8121164
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),KMPUR,0,0,0,0,0,0,0,0,0,-23792,-41280,-75306,0,-47911,-97924,-157117,0,0,0
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,KMPUR,19597807,11431410,17136169,21262390,86027009,9100632,21033326,26534340,64226773,12422480,85319202,99201416,114277808,15316563,46633367,55650949,23298320,45953566,59096913
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),KMPUR,-18197087,-10017246,-13232487,-17094666,-58200737,-5831212,-13942464,-18335541,-42875758,-11536350,-71695594,-80729725,-94022129,-14091614,-36591323,-43979091,-21746446,-43734393,-50780690
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,KMPUR,22248825,8685782,20951306,25879197,60183204,12732880,27402931,33601080,78921386,21511853,59236700,83332979,99740778,12048998,48256424,52211372,7518002,15849789,30863697
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,KMPUR,20848106,7271617,17047624,21711474,32356932,9463459,20312069,25402281,57570371,20625724,45613092,64861288,79485098,10824049,38214380,40539514,5966129,13630616,22547475
3HA,Yatırım Faaliyetlerinden Gelirler,None,KMPUR,0,0,399699,389137,353334,3194777,6266630,13368176,19746629,3926468,18262704,30312195,39366207,14067064,13503833,1205493,54539,43722,78111
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24827,-30785,-37412
3HAB,Diğer Gelir ve Giderler,None,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,KMPUR,-133905,-15795,2384,44365,124960,0,0,0,0,0,0,0,0,0,0,0,0,-2119,23135
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,KMPUR,22114920,8669987,21353389,26312700,60661498,15927657,33669561,46969256,98668015,25438322,77499404,113645174,139106985,26116062,61760257,53416865,7547714,15860608,30927531
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),KMPUR,0,0,0,0,0,0,0,212386,1144478,0,0,0,0,2934449,0,0,831418,3628809,5016785
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),KMPUR,-7928355,-2679512,-6413286,-10573898,-15106498,-4560396,-9694423,-16081330,-78748581,-21429990,-36793021,-54062493,-91761360,-24543621,-77189334,-97034051,-12793354,-32882375,-47143640
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,KMPUR,0,0,399699,389137,353334,3194777,6266630,13368176,19746629,3926468,18262704,30312195,39366207,14067064,13503833,1205493,29712,12937,40699
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,KMPUR,14186566,5990475,14940103,15738801,45555000,11367261,23975138,31100312,21063912,4008331,40706383,59582681,47345625,4506890,-15429077,-43617187,-4414222,-13392958,-11199324
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,KMPUR,-2746448,-1233599,-3719711,-3354774,-10102017,1144694,-74452,2348312,4190475,-2031072,-4766159,-15516403,-10693528,11264,1311775,2970106,-1558882,-2306170,-3708091
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),KMPUR,-2603439,-1265779,-3716956,-3399761,-10216852,255798,-249663,116328,310826,-6803,-4455330,-6153521,-5066004,-2033634,-2222828,-480518,0,0,0
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,KMPUR,-143009,32179,-2754,44987,114835,888896,175211,2231984,3879649,-2024268,-310828,-9362882,-5627523,2044899,3534603,3450624,-1558882,-2306170,-3708091
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,KMPUR,11440118,4756875,11220393,12384028,35452983,12511954,23900685,33448624,25254387,1977260,35940225,44066278,36652097,4518154,-14117302,-40647080,-5973104,-15699129,-14907415
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,KMPUR,11440118,4756875,11220393,12384028,35452983,12511954,23900685,33448624,25254387,1977260,35940225,44066278,36652097,4518154,-14117302,-40647080,-5973104,-15699129,-14907415
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3LB,Azınlık Payları,Minority Interests,KMPUR,0,0,0,0,0,34099,82824,66776,48076,-81912,78009,-349013,-162693,-105827,-584955,-756007,-63934,-444755,-507734
3Z,Ana Ortaklık Payları,Parent Shares,KMPUR,11440118,4756875,11220393,12384028,35452983,12477855,23817861,33381849,25206311,2059172,35862216,44415291,36814790,4623982,-13532346,-39891073,-5909169,-15254373,-14399681
3ZD,Hisse Başına Kazanç,Earnings per Share,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,KMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0
4B,Amortisman Giderleri,Depreciation & Amortization,KMPUR,1589908,429270,805756,1212777,1537908,264342,526804,762161,3950038,914941,3575207,3419040,4367550,1065831,3882192,4852020,1521330,2717077,3646378
4BA,Kıdem Tazminatı,Severance Payments,KMPUR,121397,0,194280,0,93744,0,185380,0,42513,0,0,240471,88930,3510953,456052,93981,171850,238954,242754
4BB,Finansman Giderleri,Financial Expenses,KMPUR,-7928355,-2679512,-6413286,-10573898,-15106498,-4560396,-9694423,-16081330,-78748581,-21429990,-36793021,-54062493,-91761360,-24543621,-77189334,-97034051,-12793354,-32882375,-47143640
4BC,Yurtiçi Satışlar,Domestic Sales,KMPUR,102723932,48627273,97641681,151613374,198287251,56862335,116478167,158278398,457226679,111043680,282879341,417397225,527012251,83432116,278542688,364675079,56204313,111768495,172311519
4BD,Yurtdışı Satışlar,Export Sales,KMPUR,32636479,10452238,27043046,38611366,48393104,14189307,32131042,56081548,113837534,37957057,48633842,65315706,122071918,25707779,118122614,148902332,20670736,47603644,70269697
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,KMPUR,3153373,0,0,0,74909731,17162195,12084713,26302100,-21575295,2804642,9207667,12612766,-42292556,-53683813,-7635203,-79024473,-73397378,-116896444,-98440203
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,KMPUR,3153373,0,0,0,74909731,17162195,12084713,26302100,-21575295,2804642,9207667,12612766,-42292556,-53683813,-7635203,-79024473,-73397378,-116896444,-98440203
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),KMPUR,3153373,0,0,0,74909731,17162195,12084713,26302100,-21575295,2804642,9207667,12612766,-42292556,-53683813,-7635203,-79024473,-73397378,-116896444,-98440203
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,KMPUR,2673354,2790198,1162787,-21834251,-8150981,-15563049,-16120857,-10733971,32208465,-7113564,11036937,79266333,66570928,14171953,56613481,-8764921,-3159127,-1615367,4181920
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,KMPUR,11440118,4756875,11220393,12384028,35452983,12511954,23817861,33381849,25254387,1585174,35940225,44066278,36652097,4518154,-14117302,-40647080,-5973104,-15699129,-14907415
4CAA,Düzeltmeler:,Adjustments:,KMPUR,-7205923,3557392,8544750,14087662,-40197622,80711,4019347,181423,-4911107,-44208601,27589702,47055111,51541033,1746158,38753311,65530149,10458324,3664986,5831065
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,KMPUR,1589908,429270,805756,1212777,1537908,264342,526804,762161,3950038,914941,3575207,3419040,4367550,1065831,3882192,4852020,1521330,2717077,3646378
4CAC,Karşılıklardaki Değişim,Change in Provisions,KMPUR,2503488,172692,236880,235902,4074797,199192,185380,239496,1359056,1814802,311481,240471,3224425,3510953,456052,978761,171850,151800,151856
4CAD,Diğer Gelir/ Gider,Other Income / Expense,KMPUR,-11299318,2955430,7502114,12638984,-45810326,-382823,3307163,-820234,-10220201,-46938344,23703014,43395600,43949059,-2830625,34415066,59699368,8765144,796109,2032831
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),KMPUR,4234195,8314267,19765143,26471690,-4744638,12592665,27837208,33563271,20343280,-42623427,63529927,91121388,88193130,6264313,24636009,24883068,4485221,-12034143,-9076350
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,KMPUR,0,-4030393,-17496430,-44372512,0,-21195465,-38100031,-38763721,19275814,35923635,-24869842,-15371115,14177958,485997,23588468,-27973496,-9128989,9515939,4661118
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),KMPUR,4234195,4283875,2268713,-17900822,-4744638,-8602800,-10262823,-5200450,39619095,-6699793,38660085,75750273,102371088,6750310,48224477,-3090427,-4643769,-2518203,-4415232
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,KMPUR,-1560841,-1493677,-1105927,-3933429,-3406342,-6960249,-5858034,-5533521,-7410629,-413771,-3725372,-3474657,3051874,14658531,4581250,4548842,808458,1693457,3343753
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),KMPUR,-2164337,-502899,-1599804,-2649928,-3344026,-3896653,-6052150,-10509415,-28671145,-4529102,-11701799,-13265068,-19150593,-2162077,-7073472,-9050639,-924591,-4464817,-6770636
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,KMPUR,-6575649,144513,6237227,3657520,2002521,-19724942,-36995011,-32267073,-40509725,-41839420,-35440261,-33120990,-58919072,-425297,92330500,80605311,15450600,15816670,-2483981
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,KMPUR,-8739986,-358386,4637422,1007592,-1341505,-23621595,-43047161,-42776487,-69180870,-46368523,-47142060,-46386058,-78069665,-2587374,85257028,71554673,14526009,11351853,-9254618
