entry,exit,symbol,weight,future_raw,future_eff
2025-01-09,2025-01-29,IPEKE,0.16425577866131744,-0.0090744101633394,-0.0090744101633394
2025-01-10,2025-01-30,CIMSA,0.1789751951651531,-0.103969131950957,-0.03
2025-01-10,2025-01-30,TCELL,0.20236659186271636,0.0027938324651128,0.0027938324651128
2025-01-10,2025-01-30,OYAKC,0.15770827022219747,0.1214579708915009,0.1214579708915009
2025-01-10,2025-01-30,KOZAL,0.19399638021339494,0.0290748898678414,0.0290748898678414
2025-01-10,2025-01-30,PGSUS,0.2669535625365381,0.0266666666666666,0.0266666666666666
2025-01-14,2025-02-03,KOZAL,0.2214622695784279,0.0546448087431694,0.0546448087431694
2025-01-14,2025-02-03,HLGYO,0.1571342424327194,-0.0501610848879898,-0.03
2025-01-14,2025-02-03,KOZAA,0.18012908981000714,0.0252225519287832,0.0252225519287832
2025-01-14,2025-02-03,TCELL,0.23674785031931603,-0.0482959983757601,-0.03
2025-01-14,2025-02-03,IPEKE,0.20452654785952956,0.0160680529300567,0.0160680529300567
2025-01-15,2025-02-04,KRDMA,0.15087385501907233,-0.0173184357541898,-0.0173184357541898
2025-01-15,2025-02-04,TCELL,0.24244939789500314,-0.0558141964404428,-0.03
2025-01-15,2025-02-04,HLGYO,0.18068270957989493,-0.0425484600274268,-0.03
2025-01-15,2025-02-04,TTKOM,0.2137051193100171,0.0012285012285011,0.0012285012285011
2025-01-15,2025-02-04,KOZAL,0.21228891819601248,0.0559566787003609,0.0559566787003609
2025-01-16,2025-02-05,KRDMA,0.1393853653335898,0.0379464285714286,0.0379464285714286
2025-01-16,2025-02-05,HLGYO,0.16064337954887514,0.0036503362151778,0.0036503362151778
2025-01-16,2025-02-05,TTKOM,0.18497857807116236,0.0338809034907596,0.0338809034907596
2025-01-16,2025-02-05,AKCNS,0.2626270482622558,-0.1597462126064346,-0.03
2025-01-16,2025-02-05,PGSUS,0.25236562878411695,0.2012550425818018,0.2012550425818018
2025-01-17,2025-02-06,KRDMA,0.1520703237882986,0.0361111111111109,0.0361111111111109
2025-01-17,2025-02-06,TTKOM,0.2126560268866092,0.0514112903225805,0.0514112903225805
2025-01-17,2025-02-06,TCELL,0.20290704442303772,0.0028007038937221,0.0028007038937221
2025-01-17,2025-02-06,HLGYO,0.18606393299300455,0.0109877488514547,0.0109877488514547
2025-01-17,2025-02-06,NTHOL,0.24630267190904984,0.0076611086074807,0.0076611086074807
2025-01-21,2025-02-10,TKFEN,0.10357064854830408,0.217660728117738,0.217660728117738
2025-01-21,2025-02-10,HLGYO,0.1765829195383746,0.0185421747377385,0.0185421747377385
2025-01-21,2025-02-10,KRDMA,0.1618927362341044,-0.0219321148825064,-0.0219321148825064
2025-01-21,2025-02-10,MGROS,0.2725527427135447,-0.114600916805947,-0.03
2025-01-21,2025-02-10,ASELS,0.28540095296567225,0.3525444512568976,0.3525444512568976
2025-01-22,2025-02-11,HLGYO,0.16909917590983975,0.0146093988404027,0.0146093988404027
2025-01-22,2025-02-11,FROTO,0.40290811965541795,0.122482322572647,0.122482322572647
2025-01-22,2025-02-11,SNGYO,0.1552762961952089,0.1567944250871078,0.1567944250871078
2025-01-22,2025-02-11,TKFEN,0.09899288388795235,0.2437166793602436,0.2437166793602436
2025-01-22,2025-02-11,GUBRF,0.17372352435158092,0.1037906137184114,0.1037906137184114
2025-01-23,2025-02-12,BIMAS,0.3527796141379316,-0.0529147341509418,-0.03
2025-01-23,2025-02-12,SNGYO,0.1792417760022338,0.1777003484320556,0.1777003484320556
2025-01-23,2025-02-12,OYAKC,0.1913314015073233,0.1501984307812125,0.1501984307812125
2025-01-23,2025-02-12,AEFES,0.07832621767380601,0.1084102047584538,0.1084102047584538
2025-01-23,2025-02-12,GUBRF,0.19832099067870534,0.1099000908265213,0.1099000908265213
2025-01-24,2025-02-13,IPEKE,0.15082336625355894,0.0880281690140845,0.0880281690140845
2025-01-24,2025-02-13,KRDMA,0.17027615508789157,0.1117287381878822,0.1117287381878822
2025-01-24,2025-02-13,TKFEN,0.09738264530988963,0.3037037037037038,0.3037037037037038
2025-01-24,2025-02-13,TUKAS,0.27129945585361803,0.0949999999999999,0.0949999999999999
2025-01-24,2025-02-13,BIMAS,0.3102183774950417,-0.0949093927116281,-0.03
2025-01-28,2025-02-17,CLEBI,0.207144348873073,0.1650164890136227,0.1650164890136227
2025-01-28,2025-02-17,KRDMA,0.16552985216649987,0.087383943200437,0.087383943200437
2025-01-28,2025-02-17,IPEKE,0.16068463853125914,-0.0221465076660988,-0.0221465076660988
2025-01-28,2025-02-17,TUKAS,0.29200018567321856,0.1499999999999999,0.1499999999999999
2025-01-28,2025-02-17,KOZAL,0.17464097475594947,0.0237717908082408,0.0237717908082408
2025-01-29,2025-02-18,KOZAL,0.20330449311429993,0.04396482813749,0.04396482813749
2025-01-29,2025-02-18,CLEBI,0.25862398496749,0.1266816238936261,0.1266816238936261
2025-01-29,2025-02-18,IPEKE,0.19873659573255706,0.0,0.0
2025-01-29,2025-02-18,KRDMA,0.18435678497149588,0.1032990805840994,0.1032990805840994
2025-01-29,2025-02-18,TKFEN,0.1549781412141572,0.661764705882353,0.5
2025-01-30,2025-02-19,CLEBI,0.25881738474660076,0.0647321288790985,0.0647321288790985
2025-01-30,2025-02-19,KOZAL,0.20282724345618267,-0.0208835341365462,-0.0208835341365462
2025-01-30,2025-02-19,TUREX,0.11216027705193811,0.1854684512428299,0.1854684512428299
2025-01-30,2025-02-19,TKFEN,0.22288523208449626,0.564963503649635,0.5
2025-01-30,2025-02-19,IPEKE,0.2033098626607823,-0.0388007054673721,-0.03
2025-01-31,2025-02-20,CLEBI,0.2343368796329416,0.1648744899839165,0.1648744899839165
2025-01-31,2025-02-20,KOZAL,0.18033650089747666,0.0289389067524117,0.0289389067524117
2025-01-31,2025-02-20,IPEKE,0.18083218606827767,-0.0078947368421052,-0.0078947368421052
2025-01-31,2025-02-20,KOZAA,0.20630135847816136,-0.0175781249999998,-0.0175781249999998
2025-01-31,2025-02-20,TKFEN,0.19819307492314264,0.7012987012987015,0.5
2025-02-07,2025-02-27,BMSCH,0.16824881115691212,1.698575700918079,0.5
2025-02-07,2025-02-27,TKFEN,0.18862499966612323,1.1056338028169015,0.5
2025-02-07,2025-02-27,MAGEN,0.23107601771570055,0.059451219512195,0.059451219512195
2025-02-07,2025-02-27,CLEBI,0.22489870461950465,0.4137500361228012,0.4137500361228012
2025-02-07,2025-02-27,PAPIL,0.18715146684175943,1.4525547445255476,0.5
2025-02-11,2025-03-03,BMSCH,0.154809779903709,2.0912679402404466,0.5
2025-02-11,2025-03-03,TKFEN,0.19651310344509632,0.884159106769016,0.5
2025-02-11,2025-03-03,MAGEN,0.21832237569157928,0.1775100401606424,0.1775100401606424
2025-02-11,2025-03-03,SNGYO,0.24444817353993542,0.0696202531645568,0.0696202531645568
2025-02-11,2025-03-03,AEFES,0.18590656741968,-0.0371850462908706,-0.03
2025-02-12,2025-03-04,SNGYO,0.22771717128718397,0.125,0.125
2025-02-12,2025-03-04,MAGEN,0.21305828927981524,0.1783132530120481,0.1783132530120481
2025-02-12,2025-03-04,CEMTS,0.24370809428865736,0.3203148930956319,0.3203148930956319
2025-02-12,2025-03-04,ASELS,0.1618172749586314,0.1533923303834807,0.1533923303834807
2025-02-12,2025-03-04,OYAKC,0.15369917018571203,0.1320165372793027,0.1320165372793027
2025-02-13,2025-03-05,BMSCH,0.14328887650666958,2.8557922551145007,0.5
2025-02-13,2025-03-05,SNGYO,0.26927294516197736,0.0841121495327101,0.0841121495327101
2025-02-13,2025-03-05,MAGEN,0.23125684187550308,0.200164744645799,0.200164744645799
2025-02-13,2025-03-05,OYAKC,0.18014018676006732,0.0978715836145853,0.0978715836145853
2025-02-13,2025-03-05,ASELS,0.17604114969578266,0.1138519924098671,0.1138519924098671
2025-02-14,2025-03-06,ASELS,0.17274667463228063,0.0401069518716576,0.0401069518716576
2025-02-14,2025-03-06,SNGYO,0.2560803587007879,0.0981012658227848,0.0981012658227848
2025-02-14,2025-03-06,OYAKC,0.18921011290167167,0.0827577621793533,0.0827577621793533
2025-02-14,2025-03-06,TUREX,0.11411021687241846,16.701290719114937,0.5
2025-02-14,2025-03-06,TEKTU,0.26785263689284144,-0.1383928571428572,-0.03
2025-02-18,2025-03-10,SNGYO,0.19983994309041064,0.0838509316770186,0.0838509316770186
2025-02-18,2025-03-10,DOAS,0.20968645803165184,0.0188172521391791,0.0188172521391791
2025-02-18,2025-03-10,TTRAK,0.28779964004728403,-0.0258361421374402,-0.0258361421374402
2025-02-18,2025-03-10,PAPIL,0.11403270260418606,0.7153996101364524,0.5
2025-02-18,2025-03-10,CEMTS,0.18864125622646757,0.3115818956526919,0.3115818956526919
2025-02-19,2025-03-11,DOAS,0.2118954668175531,0.0412370452286461,0.0412370452286461
2025-02-19,2025-03-11,SNGYO,0.1982481007449836,0.0301204819277107,0.0301204819277107
2025-02-19,2025-03-11,TTRAK,0.28351113466413547,-0.0665408953346696,-0.03
2025-02-19,2025-03-11,PAPIL,0.11516410333991565,0.6400709219858156,0.5
2025-02-19,2025-03-11,TRGYO,0.1911811944334123,0.0763628801343287,0.0763628801343287
2025-02-20,2025-03-12,DOAS,0.23803446418542373,0.0100044575048734,0.0100044575048734
2025-02-20,2025-03-12,PAPIL,0.11385589145694786,0.6260089686098653,0.5
2025-02-20,2025-03-12,CEMTS,0.18812763502122024,0.3823552942117687,0.3823552942117687
2025-02-20,2025-03-12,FROTO,0.1709828048998354,-0.0202787989712682,-0.0202787989712682
2025-02-20,2025-03-12,GSDHO,0.2889992044365728,0.0871794871794873,0.0871794871794873
2025-02-21,2025-03-13,SNGYO,0.22181313299428762,-0.0171428571428571,-0.0171428571428571
2025-02-21,2025-03-13,CEMTS,0.2254377370223196,0.2471028405454636,0.2471028405454636
2025-02-21,2025-03-13,KOZAL,0.14189882293812556,0.1131086142322097,0.1131086142322097
2025-02-21,2025-03-13,DOAS,0.28477855564681154,-0.0128205439092109,-0.0128205439092109
2025-02-21,2025-03-13,IPEKE,0.1260717513984556,0.1051779935275081,0.1051779935275081
2025-02-25,2025-03-17,DOAS,0.25472750994487486,-0.0222690365883199,-0.0222690365883199
2025-02-25,2025-03-17,CLEBI,0.14854016478334237,0.1371914115817893,0.1371914115817893
2025-02-25,2025-03-17,PAPIL,0.15048869244148244,0.2218774243599688,0.2218774243599688
2025-02-25,2025-03-17,ASELS,0.2068101645965776,-0.0041084634346754,-0.0041084634346754
2025-02-25,2025-03-17,SNGYO,0.23943346823372286,-0.0779944289693592,-0.03
2025-02-26,2025-03-18,DOAS,0.22473833086482903,-0.0796061093472193,-0.03
2025-02-26,2025-03-18,PAPIL,0.13052501539357841,0.2223006351446719,0.2223006351446719
2025-02-26,2025-03-18,CLEBI,0.12991477187096057,0.1412935774482699,0.1412935774482699
2025-02-26,2025-03-18,TKFEN,0.18886515090699557,0.2433628318584071,0.2433628318584071
2025-02-26,2025-03-18,TTRAK,0.3259567309636364,-0.2026703835639813,-0.03
2025-02-27,2025-03-19,DOAS,0.27856643551312216,-0.0066610125162329,-0.0066610125162329
2025-02-27,2025-03-19,PAPIL,0.1498986706453538,0.2771903323262839,0.2771903323262839
2025-02-27,2025-03-19,CLEBI,0.17629566904141977,0.2127882610242055,0.2127882610242055
2025-02-27,2025-03-19,IPEKE,0.18132871480378687,0.2697247706422019,0.2697247706422019
2025-02-27,2025-03-19,KOZAA,0.21391050999631722,0.1986486486486487,0.1986486486486487
2025-02-28,2025-03-20,DOAS,0.2768204390153018,-0.0935916659410311,-0.03
2025-02-28,2025-03-20,KOZAL,0.20602980450278424,0.0890624999999998,0.0890624999999998
2025-02-28,2025-03-20,PAPIL,0.15416887055022271,0.2122252747252746,0.2122252747252746
2025-02-28,2025-03-20,CLEBI,0.17931978407526256,0.1355768762325815,0.1355768762325815
2025-02-28,2025-03-20,IPEKE,0.18366110185642873,0.2122015915119364,0.2122015915119364
2025-03-07,2025-03-27,PAPIL,0.11926332777880791,0.2601190476190476,0.2601190476190476
2025-03-07,2025-03-27,TUREX,0.19258764564315323,16.14876033057851,0.5
2025-03-07,2025-03-27,TKFEN,0.30204483017385964,-0.0903010033444816,-0.03
2025-03-07,2025-03-27,CLEBI,0.16588502716162484,-0.0180562758755693,-0.0180562758755693
2025-03-07,2025-03-27,KFEIN,0.2202191692425544,-0.0525438999099052,-0.03
2025-03-13,2025-04-02,PAPIL,0.12560462340818185,0.2086590499098017,0.2086590499098017
2025-03-13,2025-04-02,TUREX,0.2232201820135135,16.2,0.5
2025-03-13,2025-04-02,BMSCH,0.11729824120401057,-0.0826319816373374,-0.03
2025-03-13,2025-04-02,TKFEN,0.2850298707474533,0.0288888888888889,0.0288888888888889
2025-03-13,2025-04-02,ENKAI,0.24884708262684074,0.0841256002546324,0.0841256002546324
2025-03-14,2025-04-03,TUREX,0.22309012957803212,0.6211678832116789,0.5
2025-03-14,2025-04-03,BMSCH,0.11805761028820866,-0.1169102296450939,-0.03
2025-03-14,2025-04-03,TKFEN,0.22174503189155098,0.1164274322169058,0.1164274322169058
2025-03-14,2025-04-03,PAPIL,0.12705362705706236,0.0934937124111536,0.0934937124111536
2025-03-14,2025-04-03,ALARK,0.3100536011851458,-0.1376657788543889,-0.03
2025-03-18,2025-04-07,TUREX,0.1901935146561786,0.6284722222222221,0.5
2025-03-18,2025-04-07,CEMTS,0.3409785579892091,0.2183452041234563,0.2183452041234563
2025-03-18,2025-04-07,BMSCH,0.10030317638545112,-0.1901408450704225,-0.03
2025-03-18,2025-04-07,CLEBI,0.16513325648215646,-0.2332277746845219,-0.03
2025-03-18,2025-04-07,KOZAA,0.20339149448700466,0.0808270676691729,0.0808270676691729
2025-03-19,2025-04-08,TUREX,0.18872807218289303,0.6114093959731544,0.5
2025-03-19,2025-04-08,CEMTS,0.23189666371767093,0.06711500270807,0.06711500270807
2025-03-19,2025-04-08,IPEKE,0.1869157975343729,0.1292229729729728,0.1292229729729728
2025-03-19,2025-04-08,KOZAA,0.20639791291259507,0.1065573770491803,0.1065573770491803
2025-03-19,2025-04-08,KOZAL,0.1860615536524681,-0.0832740213523132,-0.03
2025-03-20,2025-04-09,TUREX,0.1867160034837048,0.4217105263157894,0.4217105263157894
2025-03-20,2025-04-09,CEMTS,0.26548422042489733,-0.0578391096228877,-0.03
2025-03-20,2025-04-09,BMSCH,0.12172136299689294,-0.1812274368231047,-0.03
2025-03-20,2025-04-09,QUAGR,0.24216031491015594,0.1769722814498933,0.1769722814498933
2025-03-20,2025-04-09,BIOEN,0.18391809818434904,0.0427263479145472,0.0427263479145472
2025-03-21,2025-04-10,CEMTS,0.2251169004146881,-0.0582676463377488,-0.03
2025-03-21,2025-04-10,BAGFS,0.2238285119963864,0.2111280487804878,0.2111280487804878
2025-03-21,2025-04-10,TUREX,0.18598389144780242,0.2088253573648228,0.2088253573648228
2025-03-21,2025-04-10,BIOEN,0.15476458000877558,0.1067273646939808,0.1067273646939808
2025-03-21,2025-04-10,QUAGR,0.21030611613234754,0.1645569620253162,0.1645569620253162
2025-03-25,2025-04-14,BAGFS,0.22590171744598647,0.157854406130268,0.157854406130268
2025-03-25,2025-04-14,CEMTS,0.2203808258447573,-0.0985616790195935,-0.03
2025-03-25,2025-04-14,TUREX,0.2038941156648483,-0.0702064896755162,-0.03
2025-03-25,2025-04-14,QUAGR,0.19624108112642347,0.1321499013806706,0.1321499013806706
2025-03-25,2025-04-14,BIOEN,0.15358225991798444,0.1604938271604936,0.1604938271604936
2025-03-26,2025-04-15,BAGFS,0.20298083897297514,0.0397212543554006,0.0397212543554006
2025-03-26,2025-04-15,CEMTS,0.21332199594516318,-0.1375895247052015,-0.03
2025-03-26,2025-04-15,TUREX,0.19185738585060452,-0.1868194842406877,-0.03
2025-03-26,2025-04-15,QUAGR,0.18745036642808596,0.1428571428571428,0.1428571428571428
2025-03-26,2025-04-15,IPEKE,0.2043894128031713,-0.0826568265682656,-0.03
2025-03-27,2025-04-16,BAGFS,0.20348362495839972,0.1035502958579881,0.1035502958579881
2025-03-27,2025-04-16,QUAGR,0.18843673771904038,0.1999999999999999,0.1999999999999999
2025-03-27,2025-04-16,TUREX,0.2095465616366877,-0.2587006960556844,-0.03
2025-03-27,2025-04-16,IPEKE,0.20715248473577522,-0.0287044220325833,-0.0287044220325833
2025-03-27,2025-04-16,TUKAS,0.1913805909500969,0.1056910569105691,0.1056910569105691
2025-03-28,2025-04-17,BAGFS,0.2004967421180396,0.1702453987730061,0.1702453987730061
2025-03-28,2025-04-17,CEMTS,0.20345419868343573,-0.1761336970550275,-0.03
2025-03-28,2025-04-17,QUAGR,0.19065354792602657,0.149312377210216,0.149312377210216
2025-03-28,2025-04-17,TUREX,0.2119594266714458,-0.3471355643788996,-0.03
2025-03-28,2025-04-17,TUKAS,0.19343608460105233,0.0433070866141731,0.0433070866141731
2025-04-08,2025-04-28,TUKAS,0.2043277295122982,-0.0557768924302787,-0.03
2025-04-08,2025-04-28,KOZAA,0.1993714587081092,-0.0960264900662251,-0.03
2025-04-08,2025-04-28,IPEKE,0.18787576872350337,-0.1512301013024601,-0.03
2025-04-08,2025-04-28,TOASO,0.21154296534140793,-0.0633299284984678,-0.03
2025-04-08,2025-04-28,KRDMA,0.19688207771468136,-0.0375066032752245,-0.03
2025-04-09,2025-04-29,TOASO,0.2119064503950804,-0.0967581047381546,-0.03
2025-04-09,2025-04-29,KRDMA,0.1994306743857267,-0.0246913580246913,-0.0246913580246913
2025-04-09,2025-04-29,KOZAA,0.1998710610562749,-0.0553072625698324,-0.03
2025-04-09,2025-04-29,IPEKE,0.18993601950687405,-0.0970588235294117,-0.03
2025-04-09,2025-04-29,TUKAS,0.19885579465604392,-0.0597609561752987,-0.03
2025-04-10,2025-04-30,TOASO,0.20764809685546495,-0.1149999999999999,-0.03
2025-04-10,2025-04-30,MAVI,0.19686632579037008,-0.0180400619103584,-0.0180400619103584
2025-04-10,2025-04-30,KRDMA,0.19108271404318014,0.0056876938986556,0.0056876938986556
2025-04-10,2025-04-30,KOZAA,0.1913156622027304,0.0,0.0
2025-04-10,2025-04-30,TUKAS,0.21308720110825435,-0.0292887029288704,-0.0292887029288704
2025-04-15,2025-05-05,MAVI,0.22087154984915525,-0.0287428686906371,-0.0287428686906371
2025-04-15,2025-05-05,TOASO,0.21365221621099004,-0.0954946131243879,-0.03
2025-04-15,2025-05-05,LOGO,0.1848047591551597,0.0375277298965384,0.0375277298965384
2025-04-15,2025-05-05,KRDMA,0.19750888797937882,0.0896151818661046,0.0896151818661046
2025-04-15,2025-05-05,ASELS,0.18316258680531625,-0.016949152542373,-0.016949152542373
2025-04-16,2025-05-06,KRDMA,0.18051893637126942,0.1052631578947369,0.1052631578947369
2025-04-16,2025-05-06,EREGL,0.19167078844971483,0.0151247815686341,0.0151247815686341
2025-04-16,2025-05-06,MAVI,0.20531786465705676,-0.0044108380592311,-0.0044108380592311
2025-04-16,2025-05-06,AKFGY,0.21139903787299041,-0.0480769230769231,-0.03
2025-04-16,2025-05-06,TRGYO,0.21109337264896866,0.059071495151574,0.059071495151574
2025-04-17,2025-05-07,AKFGY,0.20858381411367072,-0.037914691943128,-0.03
2025-04-17,2025-05-07,KIMMR,0.22968127503120572,0.1883052527254707,0.1883052527254707
2025-04-17,2025-05-07,SNGYO,0.15117832771505277,0.0874635568513118,0.0874635568513118
2025-04-17,2025-05-07,MAVI,0.20319786436896872,-0.0015423329815732,-0.0015423329815732
2025-04-17,2025-05-07,AKENR,0.20735871877110199,0.0976958525345623,0.0976958525345623
2025-04-18,2025-05-08,AKENR,0.2210263460193062,0.0083822296730931,0.0083822296730931
2025-04-18,2025-05-08,EREGL,0.15020660493682064,0.0695906686323821,0.0695906686323821
2025-04-18,2025-05-08,SNGYO,0.1380729112327111,0.1152737752161383,0.1152737752161383
2025-04-18,2025-05-08,AKFGY,0.200434313076339,0.0093896713615022,0.0093896713615022
2025-04-18,2025-05-08,KIMMR,0.2902598247348231,0.2234042553191491,0.2234042553191491
2025-04-22,2025-05-12,AKENR,0.2694410317744496,-0.1071161048689138,-0.03
2025-04-22,2025-05-12,FROTO,0.18674821729177582,-0.1480347115875446,-0.03
2025-04-22,2025-05-12,MAVI,0.18601797420920438,0.0632028170432299,0.0632028170432299
2025-04-22,2025-05-12,SNGYO,0.14449810070844302,0.0722222222222221,0.0722222222222221
2025-04-22,2025-05-12,AKFGY,0.21329467601612717,-0.0407239819004524,-0.03
2025-04-24,2025-05-14,AKENR,0.2323180838199259,-0.0776143790849673,-0.03
2025-04-24,2025-05-14,FROTO,0.17151726573360856,-0.1382703262558259,-0.03
2025-04-24,2025-05-14,EKGYO,0.14582899771518412,0.1400188507054054,0.1400188507054054
2025-04-24,2025-05-14,AKFGY,0.1787854240854138,-0.0593607305936072,-0.03
2025-04-24,2025-05-14,KIMMR,0.2715502286458676,0.0034782608695651,0.0034782608695651
2025-04-25,2025-05-15,AKENR,0.25781614465833247,-0.0981346309813463,-0.03
2025-04-25,2025-05-15,FROTO,0.16976488956256375,-0.1005347593582888,-0.03
2025-04-25,2025-05-15,EKGYO,0.17386754205868563,0.104548312109826,0.104548312109826
2025-04-25,2025-05-15,AKFGY,0.27395437312096016,-0.0460829493087557,-0.03
2025-04-25,2025-05-15,SNGYO,0.12459705059945808,0.0356164383561643,0.0356164383561643
2025-04-30,2025-05-20,AKENR,0.2874553122635567,-0.1305439330543931,-0.03
2025-04-30,2025-05-20,EKGYO,0.2084967816781048,0.0192477184203792,0.0192477184203792
2025-04-30,2025-05-20,BIOEN,0.1486289178522867,-0.0580474934036937,-0.03
2025-04-30,2025-05-20,KUTPO,0.18953852039739952,-0.0943287037037037,-0.03
2025-04-30,2025-05-20,MAGEN,0.1658804678086523,-0.019607843137255,-0.019607843137255
2025-05-08,2025-05-28,TMSN,0.24787954771060774,0.0349999999999999,0.0349999999999999
2025-05-08,2025-05-28,MAGEN,0.18712268173008395,0.008,0.008
2025-05-08,2025-05-28,EKGYO,0.176479829650558,0.2476801645685664,0.2476801645685664
2025-05-08,2025-05-28,TCELL,0.2425994111299587,0.0220145005947136,0.0220145005947136
2025-05-08,2025-05-28,TEKTU,0.14591852977879166,0.5743243243243243,0.5
2025-05-09,2025-05-29,TMSN,0.24104514698859433,0.0575968222442899,0.0575968222442899
2025-05-09,2025-05-29,KIMMR,0.13682041599006367,-0.0381493506493506,-0.03
2025-05-09,2025-05-29,MAGEN,0.1949321177048301,0.0024449877750609,0.0024449877750609
2025-05-09,2025-05-29,EKGYO,0.1624003913722347,0.3158087106536644,0.3158087106536644
2025-05-09,2025-05-29,HLGYO,0.26480192794427726,0.2348013403542364,0.2348013403542364
2025-05-13,2025-06-02,TEKTU,0.13541190961093477,0.6278317152103561,0.5
2025-05-13,2025-06-02,TMSN,0.2700321769351793,0.116132422490804,0.116132422490804
2025-05-13,2025-06-02,MAGEN,0.2385922310021198,-0.0184523809523808,-0.0184523809523808
2025-05-13,2025-06-02,NTHOL,0.19903741818264653,0.1172069825436408,0.1172069825436408
2025-05-13,2025-06-02,KIMMR,0.1569262642691198,0.0686540198735321,0.0686540198735321
2025-05-14,2025-06-03,TMSN,0.2643258833208976,0.1148051948051946,0.1148051948051946
2025-05-14,2025-06-03,TEKTU,0.13700075667837552,0.7696000000000001,0.5
2025-05-14,2025-06-03,NTHOL,0.20212408503157614,0.095121951219512,0.095121951219512
2025-05-14,2025-06-03,MAGEN,0.24001122190969776,-0.0528128587830081,-0.03
2025-05-14,2025-06-03,EKGYO,0.15653805305945298,0.1955627770756856,0.1955627770756856
2025-05-15,2025-06-04,TEKTU,0.12116923263104719,0.770014556040757,0.5
2025-05-15,2025-06-04,TMSN,0.2701902527205564,0.0819009100101111,0.0819009100101111
2025-05-15,2025-06-04,MAGEN,0.24613918094570048,-0.0639999999999999,-0.03
2025-05-15,2025-06-04,KOZAA,0.21833406942498268,-0.0505394662123793,-0.03
2025-05-15,2025-06-04,KIMMR,0.14416726427771334,0.0169348010160879,0.0169348010160879
2025-05-16,2025-06-05,TMSN,0.3059906975064003,-0.0441582336706531,-0.03
2025-05-16,2025-06-05,TEKTU,0.1347819623520432,0.7111111111111112,0.5
2025-05-16,2025-06-05,TRGYO,0.24771590312924485,0.1303278688524591,0.1303278688524591
2025-05-16,2025-06-05,EKGYO,0.1736729716989443,0.1772052668641961,0.1772052668641961
2025-05-16,2025-06-05,BMSCH,0.13783846531336738,0.3651452282157674,0.3651452282157674
2025-05-21,2025-06-10,EKGYO,0.18888653641237324,0.1596471257825837,0.1596471257825837
2025-05-21,2025-06-10,TRGYO,0.22283684813634314,0.0669781931464175,0.0669781931464175
2025-05-21,2025-06-10,TEKTU,0.10742410220456165,0.5615615615615617,0.5
2025-05-21,2025-06-10,BIMAS,0.23501640229298804,-0.0621318734862924,-0.03
2025-05-21,2025-06-10,OZKGY,0.24583611095373378,0.0868397493285586,0.0868397493285586
2025-05-22,2025-06-11,EKGYO,0.18261884930269373,0.1590322272162188,0.1590322272162188
2025-05-22,2025-06-11,HLGYO,0.24728490793325617,0.1446831755280408,0.1446831755280408
2025-05-22,2025-06-11,KRDMA,0.10369705568886982,-0.1665217391304346,-0.03
2025-05-22,2025-06-11,TRGYO,0.22838235435959914,0.0952380952380953,0.0952380952380953
2025-05-22,2025-06-11,TAVHL,0.23801683271558133,0.0939406262708417,0.0939406262708417
2025-05-23,2025-06-12,EKGYO,0.20741563422430287,0.2389957613302902,0.2389957613302902
